"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 77 ,"",Precinct 77,"",""
Registration & Turnout ,"","2,667 DEM - WARD FIVE MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"",780 29.25% Audrey M. Ray 47 ,"",6.27%
Absentee Turnout ,"",11 0.41% Ron L. Magnus 47 ,"",6.27%
Provisional Turnout ,"",22 0.82% Rae Zapata 62 ,"",8.27%
Total... ,"",813 30.48% Joe Harris 13 ,"",1.73%
"","",Vera Winfield 11 ,"",1.47%
Democratic Registration & Turnout ,"","2,509 Frank Wilds 116 ","",15.47%
Election Day Turnout ,"","764 30.45% Harry (Tommy) Thomas, Jr. 244 ","",32.53%
Absentee Turnout ,"",11 0.44% Kathy Henderson 87 ,"",11.60%
Provisional Turnout ,"","22 0.88% Write In, if any 4 ","",0.53%
Total... ,"",797 31.77% Total... 750 ,"",100.00%
Republican Registration & Turnout ,"",119 DEM - UNITED STATES SENATOR ,"",(Final)
Election Day Turnout ,"",9 7.56% Michael D. Brown 547 ,"",82.13%
Absentee Turnout ,"",0 0.00% Philip Pannell 111 ,"",16.67%
Provisional Turnout ,"","0 0.00% Write In, if any 8 ","",1.20%
Total... ,"",9 7.56% Total... 666 ,"",100.00%
DC Statehood Green Party Registration & Turnout ,"",39 DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
Election Day Turnout ,"",7 17.95% Mike Panetta 255 ,"",41.53%
Absentee Turnout ,"",0 0.00% John J. Forster 274 ,"",44.63%
Provisional Turnout ,"",0 0.00% James S. Bubar 75 ,"",12.21%
Total... ,"","7 17.95% Write In, if any 10 ","",1.63%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) Total... 614 ,"",100.00%
Andy Miscuk ,"",27 3.56% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
Eleanor Holmes Norton ,"","729 96.05% Write In, if any 1 ","",100.00%
"Write In, if any ","",3 0.40%,"",""
"","",Total... 1 ,"",100.00%
Total... ,"",759 100.00%,"",""
"","",REP - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final) David W. Kranich 6 ,"",100.00%
Vincent Orange ,"","71 8.94% Write In, if any 0 ","",0.00%
Adrian Fenty ,"",415 52.27%,"",""
Michael A. Brown ,"",8 Total... 6 1.01%,"",100.00%
Linda Cropp ,"",256 32.24% REP - CHAIRMAN OF THE COUNCIL ,"",(Final)
Artee (RT) Milligan ,"","0 0.00% Write In, if any 0 ","",0.00%
Marie Johns ,"",44 5.54% Total... 0 ,"",0.00%
Nestor Djonkam ,"",0 0.00%,"",""
"Write In, if any ","",0 REP - AT-LARGE MEMBER OF THE COUNCIL 0.00%,"",(Final)
"","",Marcus Skelton 4 ,"",80.00%
Total... ,"","794 100.00% Write In, if any 1 ","",20.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Total... 5 ,"",100.00%
Vincent C. Gray ,"",496 67.95%,"",""
Kathy Patterson ,"",231 REP - WARD FIVE MEMBER OF THE COUNCIL 31.64%,"",(Final)
"Write In, if any ","","3 0.41% Write In, if any 4 ","",100.00%
Total... ,"",730 100.00% Total... 4 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) REP - UNITED STATES SENATOR ,"",(Final)
Phil Mendelson ,"","336 48.91% Write In, if any 1 ","",100.00%
A. Scott Bolden ,"",346 50.36% Total... 1 ,"",100.00%
"Write In, if any ","",5 0.73% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
Total... ,"","687 100.00% Write In, if any 1 ","",100.00%
DEM - WARD FIVE MEMBER OF THE COUNCIL ,"",(Final) Total... 1 ,"",100.00%
Regina James ,"",29 3.87% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Deborah ''Debbie'' Smith ,"","33 4.40% Write In, if any 5 ","",100.00%
Bruce A. Marshall ,"",57 7.60%,"",""
"","",Total... 5 ,"",100.00%
