"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 29 ,"",Precinct 29,"",""
Registration & Turnout ,"","1,389 DEM - WARD THREE MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"",460 33.12% Sam Brooks 27 ,"",6.07%
Absentee Turnout ,"",19 1.37% Erik S. Gaull 26 ,"",5.84%
Provisional Turnout ,"",8 0.58% Eric Goulet 18 ,"",4.04%
Total... ,"",487 35.06% Cathy Wiss 40 ,"",8.99%
"","",Mary M. Cheh 204 ,"",45.84%
Democratic Registration & Turnout ,"","1,079 Robert Gordon 33 ","",7.42%
Election Day Turnout ,"","441 40.87% Write In, if any 0 ","",0.00%
Absentee Turnout ,"",19 1.76%,"",""
Provisional Turnout ,"",6 Total... 445 0.56%,"",100.00%
Total... ,"",466 43.19% DEM - UNITED STATES SENATOR ,"",(Final)
"","",Michael D. Brown 198 ,"",66.67%
Republican Registration & Turnout ,"",293 Philip Pannell 95 ,"",31.99%
Election Day Turnout ,"","18 6.14% Write In, if any 4 ","",1.35%
Absentee Turnout ,"",0 0.00%,"",""
Provisional Turnout ,"",2 Total... 297 0.68%,"",100.00%
Total... ,"",20 6.83% DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
"","",Mike Panetta 140 ,"",53.23%
DC Statehood Green Party Registration & Turnout ,"",17 John J. Forster 51 ,"",19.39%
Election Day Turnout ,"",1 5.88% James S. Bubar 67 ,"",25.48%
Absentee Turnout ,"","0 0.00% Write In, if any 5 ","",1.90%
Provisional Turnout ,"",0 0.00%,"",""
"","",Total... 263 ,"",100.00%
Total... ,"",1 5.88%,"",""
"","",REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"","(Final) Write In, if any 2 ","",100.00%
Andy Miscuk ,"",36 8.09%,"",""
Eleanor Holmes Norton ,"",408 Total... 2 91.69%,"",100.00%
"Write In, if any ","",1 0.22% REP - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
Total... ,"",445 100.00% David W. Kranich 17 ,"",89.47%
"","","Write In, if any 2 ","",10.53%
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final),"",""
Vincent Orange ,"",1 Total... 19 0.22%,"",100.00%
Adrian Fenty ,"",247 53.23% REP - CHAIRMAN OF THE COUNCIL ,"",(Final)
Michael A. Brown ,"","4 0.86% Write In, if any 1 ","",100.00%
Linda Cropp ,"",144 31.03% Total... 1 ,"",100.00%
Artee (RT) Milligan ,"",0 0.00%,"",""
Marie Johns ,"",68 REP - AT-LARGE MEMBER OF THE COUNCIL 14.66%,"",(Final)
Nestor Djonkam ,"",0 0.00% Marcus Skelton 15 ,"",88.24%
"Write In, if any ","","0 0.00% Write In, if any 2 ","",11.76%
Total... ,"",464 100.00% Total... 17 ,"",100.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) REP - WARD THREE MEMBER OF THE COUNCIL ,"",(Final)
Vincent C. Gray ,"",117 25.77% Theresa Conroy 15 ,"",88.24%
Kathy Patterson ,"","337 74.23% Write In, if any 2 ","",11.76%
"Write In, if any ","",0 0.00% Total... 17 ,"",100.00%
Total... ,"",454 100.00% REP - UNITED STATES SENATOR ,"",(Final)
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"","(Final) Write In, if any 1 ","",100.00%
Phil Mendelson ,"",376 86.84% Total... 1 ,"",100.00%
A. Scott Bolden ,"",55 12.70% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
"Write In, if any ","","2 0.46% Write In, if any 1 ","",100.00%
Total... ,"",433 100.00% Total... 1 ,"",100.00%
DEM - WARD THREE MEMBER OF THE COUNCIL ,"",(Final) SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Bill Rice ,"","26 5.84% Write In, if any 0 ","",0.00%
Paul Strauss ,"",69 15.51%,"",""
Jonathan Rees ,"",2 0.45% Total... 0 ,"",0.00%
