"","",Primary Election,"",""
"","","September 12, 2006","",""
"","",Precinct Report,"",""
"","",District Of Columbia,"",""
"","",Certified Election Night Results ,"",""
Precinct 71 ,"",Precinct 71,"",""
Registration & Turnout ,"","2,485 DEM - WARD FIVE MEMBER OF THE COUNCIL ","",(Final)
Election Day Turnout ,"",845 34.00% Audrey M. Ray 14 ,"",1.67%
Absentee Turnout ,"",21 0.85% Ron L. Magnus 43 ,"",5.12%
Provisional Turnout ,"",19 0.76% Rae Zapata 88 ,"",10.48%
Total... ,"",885 35.61% Joe Harris 5 ,"",0.60%
"","",Vera Winfield 9 ,"",1.07%
Democratic Registration & Turnout ,"","2,356 Frank Wilds 187 ","",22.26%
Election Day Turnout ,"","822 34.89% Harry (Tommy) Thomas, Jr. 333 ","",39.64%
Absentee Turnout ,"",21 0.89% Kathy Henderson 33 ,"",3.93%
Provisional Turnout ,"","19 0.81% Write In, if any 2 ","",0.24%
Total... ,"",862 36.59% Total... 840 ,"",100.00%
Republican Registration & Turnout ,"",95 DEM - UNITED STATES SENATOR ,"",(Final)
Election Day Turnout ,"",13 13.68% Michael D. Brown 612 ,"",79.48%
Absentee Turnout ,"",0 0.00% Philip Pannell 152 ,"",19.74%
Provisional Turnout ,"","0 0.00% Write In, if any 6 ","",0.78%
Total... ,"",13 13.68% Total... 770 ,"",100.00%
DC Statehood Green Party Registration & Turnout ,"",34 DEM - UNITED STATES REPRESENTATIVE ,"",(Final)
Election Day Turnout ,"",10 29.41% Mike Panetta 314 ,"",43.61%
Absentee Turnout ,"",0 0.00% John J. Forster 273 ,"",37.92%
Provisional Turnout ,"",0 0.00% James S. Bubar 119 ,"",16.53%
Total... ,"","10 29.41% Write In, if any 14 ","",1.94%
DEM - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final) Total... 720 ,"",100.00%
Andy Miscuk ,"",15 1.78% REP - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVE ,"",(Final)
Eleanor Holmes Norton ,"","822 97.62% Write In, if any 5 ","",100.00%
"Write In, if any ","",5 0.59%,"",""
"","",Total... 5 ,"",100.00%
Total... ,"",842 100.00%,"",""
"","",REP - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final)
DEM - MAYOR OF THE DISTRICT OF COLUMBIA ,"",(Final) David W. Kranich 6 ,"",46.15%
Vincent Orange ,"","75 8.72% Write In, if any 7 ","",53.85%
Adrian Fenty ,"",442 51.40%,"",""
Michael A. Brown ,"",6 Total... 13 0.70%,"",100.00%
Linda Cropp ,"",294 34.19% REP - CHAIRMAN OF THE COUNCIL ,"",(Final)
Artee (RT) Milligan ,"","0 0.00% Write In, if any 3 ","",100.00%
Marie Johns ,"",43 5.00% Total... 3 ,"",100.00%
Nestor Djonkam ,"",0 0.00%,"",""
"Write In, if any ","",0 REP - AT-LARGE MEMBER OF THE COUNCIL 0.00%,"",(Final)
"","",Marcus Skelton 9 ,"",90.00%
Total... ,"","860 100.00% Write In, if any 1 ","",10.00%
DEM - CHAIRMAN OF THE COUNCIL ,"",(Final) Total... 10 ,"",100.00%
Vincent C. Gray ,"",560 67.55%,"",""
Kathy Patterson ,"",267 REP - WARD FIVE MEMBER OF THE COUNCIL 32.21%,"",(Final)
"Write In, if any ","","2 0.24% Write In, if any 7 ","",100.00%
Total... ,"",829 100.00% Total... 7 ,"",100.00%
DEM - AT-LARGE MEMBER OF THE COUNCIL ,"",(Final) REP - UNITED STATES SENATOR ,"",(Final)
Phil Mendelson ,"","414 51.17% Write In, if any 1 ","",100.00%
A. Scott Bolden ,"",392 48.45% Total... 1 ,"",100.00%
"Write In, if any ","",3 0.37% REP - UNITED STATES REPRESENTATIVE ,"",(Final)
Total... ,"","809 100.00% Write In, if any 1 ","",100.00%
DEM - WARD FIVE MEMBER OF THE COUNCIL ,"",(Final) Total... 1 ,"",100.00%
Regina James ,"",35 4.17% SG - DELEGATE TO THE U.S. HOUSE OF REPRESENTATIVES ,"",(Final)
Deborah ''Debbie'' Smith ,"","9 1.07% Write In, if any 5 ","",100.00%
Bruce A. Marshall ,"",82 9.76%,"",""
"","",Total... 5 ,"",100.00%
